Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.,,,,,,
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees),,,,,,
1,11263.7,0,56:13.3,02:30.1,3.33,00:00.0,0,23,1096,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2104768,0.1329688,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9892,0,48:47.2,02:33.8,3.25,00:00.0,0,17,977,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2180491,0.1482856,,,,,,
1,9903.6,0,48:50.8,02:32.9,3.27,00:00.0,0,17,978,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2180166,0.1481232,,,,,,
1,9914.7,0,48:54.2,02:34.7,3.23,00:00.0,0,17,979,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2179884,0.1479677,,,,,,
1,9926.1,0,48:57.8,02:34.7,3.23,00:00.0,0,17,980,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2179573,0.1478089,,,,,,
1,9936.8,0,49:01.2,02:35.7,3.21,00:00.0,0,17,981,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2179274,0.1476591,,,,,,
1,9947.4,0,49:04.8,02:39.2,3.14,00:00.0,0,17,982,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2178981,0.1475114,,,,,,
1,9958.7,0,49:08.2,02:39.7,3.13,00:00.0,0,17.5,983,11.2,0,---,---,---,---,---,---,---,---,---,---,52.217874,0.1473513,,,,,,
1,9969.2,0,49:11.6,02:39.7,3.13,00:00.0,0,17,984,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2178489,0.1472031,,,,,,
1,9980.4,0,49:15.2,02:39.2,3.14,00:00.0,0,17,985,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2178159,0.1470474,,,,,,
1,9991.4,0,49:18.6,02:37.2,3.18,00:00.0,0,17,986,11,0,---,---,---,---,---,---,---,---,---,---,52.2177767,0.1468991,,,,,,
1,10002.7,0,49:22.2,02:37.2,3.18,00:00.0,0,17,987,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2177447,0.1467422,,,,,,
1,10013.6,0,49:25.8,02:39.2,3.14,00:00.0,0,17,988,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2177214,0.1465875,,,,,,
1,10025.6,0,49:29.4,02:38.2,3.16,00:00.0,0,16.5,989,12.1,0,---,---,---,---,---,---,---,---,---,---,52.2176868,0.1464201,,,,,,
1,10036.1,0,49:32.8,02:39.2,3.14,00:00.0,0,17.5,990,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2176493,0.1462782,,,,,,
1,10046.9,0,49:36.4,02:44.4,3.04,00:00.0,0,17,991,10.8,0,---,---,---,---,---,---,---,---,---,---,52.217599,0.146143,,,,,,
1,10057.1,0,49:39.8,02:49.4,2.95,00:00.0,0,17,992,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2175413,0.1460275,,,,,,
1,10065.4,0,49:43.2,02:58.5,2.8,00:00.0,0,17.5,993,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2174865,0.1459435,,,,,,
1,10074.8,0,49:46.8,03:16.0,2.55,00:00.0,0,17,994,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2174167,0.1458661,,,,,,
1,10085.3,0,49:50.2,03:07.9,2.66,00:00.0,0,17,995,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2173311,0.1458016,,,,,,
1,10096.4,0,49:53.8,02:50.0,2.94,00:00.0,0,17,996,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2172393,0.1457362,,,,,,
1,10106.5,0,49:57.2,02:47.7,2.98,00:00.0,0,17,997,10.1,0,---,---,---,---,---,---,---,---,---,---,52.217153,0.1456891,,,,,,
1,10117.8,0,50:00.8,02:46.1,3.01,00:00.0,0,17,998,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2170557,0.1456436,,,,,,
1,10128,0,50:04.2,02:48.3,2.97,00:00.0,0,17,999,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2169663,0.145609,,,,,,
1,10139.5,0,50:07.8,02:47.2,2.99,00:00.0,0,17,1000,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2168655,0.1455768,,,,,,
1,10151.3,0,50:11.2,02:38.2,3.16,00:00.0,0,17.5,1001,11.9,0,---,---,---,---,---,---,---,---,---,---,52.2167596,0.1455569,,,,,,
1,10162.8,0,50:14.6,02:31.0,3.31,00:00.0,0,17.5,1002,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2166574,0.1455353,,,,,,
1,10174.1,0,50:18.0,02:29.2,3.35,00:00.0,0,18,1003,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2165569,0.14551,,,,,,
1,10185.1,0,50:21.2,02:32.4,3.28,00:00.0,0,18.5,1004,11,0,---,---,---,---,---,---,---,---,---,---,52.2164588,0.1454925,,,,,,
1,10196.2,0,50:24.6,02:34.7,3.23,00:00.0,0,17.5,1005,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2163605,0.1454672,,,,,,
1,10207.1,0,50:28.0,02:33.8,3.25,00:00.0,0,17.5,1006,11,0,---,---,---,---,---,---,---,---,---,---,52.2162639,0.1454362,,,,,,
1,10218.4,0,50:31.4,02:43.3,3.06,00:00.0,0,17.5,1007,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2161639,0.1454072,,,,,,
1,10230.2,0,50:34.8,02:40.7,3.11,00:00.0,0,17.5,1008,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2160595,0.1453765,,,,,,
1,10242.6,0,50:38.2,02:29.2,3.35,00:00.0,0,17.5,1009,12.4,0,---,---,---,---,---,---,---,---,---,---,52.2159506,0.1453391,,,,,,
1,10253.5,0,50:41.6,02:32.4,3.28,00:00.0,0,18,1010,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2158553,0.1453077,,,,,,
1,10264.6,0,50:45.0,02:35.2,3.22,00:00.0,0,18,1011,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2157588,0.1452661,,,,,,
1,10275.8,0,50:48.4,02:34.7,3.23,00:00.0,0,17.5,1012,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2156611,0.1452262,,,,,,
1,10286.5,0,50:51.6,02:33.8,3.25,00:00.0,0,18.5,1013,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2155698,0.1451785,,,,,,
1,10297.8,0,50:55.0,02:33.3,3.26,00:00.0,0,17.5,1014,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2154749,0.1451163,,,,,,
1,10309.6,0,50:58.4,02:33.3,3.26,00:00.0,0,18.5,1015,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2153806,0.145039,,,,,,
1,10319.8,0,51:01.8,02:34.7,3.23,00:00.0,0,17.5,1016,10.2,0,---,---,---,---,---,---,---,---,---,---,52.215305,0.1449543,,,,,,
1,10331,0,51:04.9,02:37.2,3.18,00:00.0,0,17.5,1017,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2152215,0.1448625,,,,,,
1,10342.9,0,51:08.4,02:37.2,3.18,00:00.0,0,17.5,1018,11.9,0,---,---,---,---,---,---,---,---,---,---,52.2151412,0.1447481,,,,,,
1,10354.2,0,51:11.8,02:36.7,3.19,00:00.0,0,18.5,1019,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2150633,0.1446404,,,,,,
1,10364.9,0,51:15.0,02:36.2,3.2,00:00.0,0,17.5,1020,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2149955,0.1445299,,,,,,
1,10375.8,0,51:18.4,02:35.7,3.21,00:00.0,0,18.5,1021,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2149271,0.1444148,,,,,,
1,10386.7,0,51:21.8,02:37.2,3.18,00:00.0,0,17.5,1022,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2148524,0.1443122,,,,,,
1,10397,0,51:25.0,02:39.7,3.13,00:00.0,0,18,1023,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2147792,0.1442189,,,,,,
1,10407.9,0,51:28.4,02:40.2,3.12,00:00.0,0,18,1024,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2147032,0.1441196,,,,,,
1,10418.2,0,51:31.8,02:40.2,3.12,00:00.0,0,18.5,1025,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2146306,0.144025,,,,,,
1,10429.1,0,51:35.1,02:39.2,3.14,00:00.0,0,18,1026,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2145511,0.1439323,,,,,,
1,10439.9,0,51:38.4,02:36.7,3.19,00:00.0,0,17.5,1027,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2144723,0.1438404,,,,,,
1,10451,0,51:41.8,02:36.7,3.19,00:00.0,0,18,1028,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2143893,0.1437497,,,,,,
1,10461.1,0,51:45.0,02:36.2,3.2,00:00.0,0,18,1029,10.1,0,---,---,---,---,---,---,---,---,---,---,52.214315,0.1436635,,,,,,
1,10471.8,0,51:48.4,02:36.2,3.2,00:00.0,0,18,1030,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2142373,0.1435718,,,,,,
1,10482.6,0,51:51.8,02:37.7,3.17,00:00.0,0,17.5,1031,10.8,0,---,---,---,---,---,---,---,---,---,---,52.214157,0.1434827,,,,,,
1,10493.5,0,51:55.2,02:38.2,3.16,00:00.0,0,18,1032,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2140731,0.1434008,,,,,,
1,10503.6,0,51:58.4,02:39.2,3.14,00:00.0,0,17.5,1033,10,0,---,---,---,---,---,---,---,---,---,---,52.2139939,0.1433303,,,,,,
1,10513.6,0,52:01.9,02:40.7,3.11,00:00.0,0,18,1034,10,0,---,---,---,---,---,---,---,---,---,---,52.2139134,0.1432647,,,,,,
1,10524.5,0,52:05.2,02:40.2,3.12,00:00.0,0,17.5,1035,11,0,---,---,---,---,---,---,---,---,---,---,52.2138255,0.143192,,,,,,
1,10535.6,0,52:08.6,02:38.2,3.16,00:00.0,0,17.5,1036,11,0,---,---,---,---,---,---,---,---,---,---,52.2137363,0.143122,,,,,,
1,10544.7,0,52:12.0,02:48.3,2.97,00:00.0,0,17.5,1037,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2136652,0.1430548,,,,,,
1,10553.4,0,52:15.4,03:16.0,2.55,00:00.0,0,17.5,1038,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2135944,0.1429998,,,,,,
1,10564.4,0,52:18.8,03:09.3,2.64,00:00.0,0,18,1039,11,0,---,---,---,---,---,---,---,---,---,---,52.2135031,0.1429389,,,,,,
1,10575.3,0,52:22.2,02:46.1,3.01,00:00.0,0,17.5,1040,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2134144,0.1428723,,,,,,
1,10586.1,0,52:25.9,02:44.4,3.04,00:00.0,0,17.5,1041,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2133264,0.1428065,,,,,,
1,10597.7,0,52:29.1,02:42.3,3.08,00:00.0,0,17,1042,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2132285,0.1427469,,,,,,
1,10608.2,0,52:32.6,02:47.7,2.98,00:00.0,0,17.5,1043,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2131409,0.1426937,,,,,,
1,10619.4,0,52:36.0,02:49.4,2.95,00:00.0,0,17.5,1044,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2130439,0.1426466,,,,,,
1,10630.4,0,52:39.4,02:40.2,3.12,00:00.0,0,17.5,1045,11,0,---,---,---,---,---,---,---,---,---,---,52.2129521,0.1425874,,,,,,
1,10641.6,0,52:43.0,02:41.8,3.09,00:00.0,0,17,1046,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2128578,0.1425302,,,,,,
1,10652.7,0,52:46.4,02:45.0,3.03,00:00.0,0,17.5,1047,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2127648,0.1424711,,,,,,
1,10663.6,0,52:49.9,02:42.3,3.08,00:00.0,0,17,1048,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2126757,0.1424052,,,,,,
1,10675.1,0,52:53.2,02:38.7,3.15,00:00.0,0,17.5,1049,11.5,0,---,---,---,---,---,---,---,---,---,---,52.212581,0.142337,,,,,,
1,10685.8,0,52:56.6,02:39.7,3.13,00:00.0,0,18,1050,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2124974,0.1422606,,,,,,
1,10696.8,0,53:00.0,02:40.2,3.12,00:00.0,0,17.5,1051,11,0,---,---,---,---,---,---,---,---,---,---,52.2124115,0.1421821,,,,,,
1,10707,0,53:03.2,02:40.2,3.12,00:00.0,0,18,1052,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2123316,0.142107,,,,,,
1,10717.5,0,53:06.6,02:42.8,3.07,00:00.0,0,17.5,1053,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2122526,0.1420222,,,,,,
1,10735.1,0,53:12.8,02:51.2,2.92,00:00.0,0,10,1054,17.5,0,---,---,---,---,---,---,---,---,---,---,52.2121291,0.1418632,,,,,,
1,10744.6,0,53:16.2,03:01.8,2.75,00:00.0,0,17,1055,9.5,0,---,---,---,---,---,---,---,---,---,---,52.212065,0.1417712,,,,,,
1,10753.9,0,53:19.9,03:03.1,2.73,00:00.0,0,17.5,1056,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2120035,0.1416792,,,,,,
1,10764,0,53:23.0,02:59.2,2.79,00:00.0,0,17.5,1057,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2119343,0.1415819,,,,,,
1,10774.7,0,53:26.4,02:53.6,2.88,00:00.0,0,17.5,1058,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2118691,0.1414667,,,,,,
1,10784.4,0,53:29.6,02:51.2,2.92,00:00.0,0,18,1059,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2118141,0.1413571,,,,,,
1,10794.6,0,53:33.0,02:52.4,2.9,00:00.0,0,18,1060,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2117593,0.1412376,,,,,,
1,10804.8,0,53:36.4,02:49.4,2.95,00:00.0,0,18.5,1061,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2117057,0.1411163,,,,,,
1,10815,0,53:39.6,02:44.4,3.04,00:00.0,0,18,1062,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2116533,0.1409928,,,,,,
1,10826,0,53:43.0,02:40.2,3.12,00:00.0,0,18,1063,11,0,---,---,---,---,---,---,---,---,---,---,52.2115954,0.140862,,,,,,
1,10837,0,53:46.4,02:38.7,3.15,00:00.0,0,18,1064,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2115384,0.1407314,,,,,,
1,10847.2,0,53:49.9,02:39.7,3.13,00:00.0,0,17.5,1065,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2114908,0.1406033,,,,,,
1,10858,0,53:53.1,02:40.2,3.12,00:00.0,0,17.5,1066,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2114424,0.1404664,,,,,,
1,10868.9,0,53:56.6,02:40.2,3.12,00:00.0,0,17.5,1067,11,0,---,---,---,---,---,---,---,---,---,---,52.2113975,0.1403234,,,,,,
1,10879.3,0,54:00.0,02:41.2,3.1,00:00.0,0,17.5,1068,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2113597,0.1401854,,,,,,
1,10889.9,0,54:03.4,02:43.3,3.06,00:00.0,0,17,1069,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2113262,0.14004,,,,,,
1,10900.5,0,54:06.8,02:41.8,3.09,00:00.0,0,17.5,1070,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2113002,0.1398897,,,,,,
1,10911.4,0,54:10.2,02:39.7,3.13,00:00.0,0,17,1071,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2112747,0.1397362,,,,,,
1,10922.2,0,54:13.9,02:40.2,3.12,00:00.0,0,17.5,1072,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2112529,0.139581,,,,,,
1,10933.5,0,54:17.2,02:37.7,3.17,00:00.0,0,17,1073,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2112327,0.1394181,,,,,,
1,10944.4,0,54:20.6,02:36.7,3.19,00:00.0,0,17.5,1074,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2112176,0.1392606,,,,,,
1,10955.7,0,54:24.2,02:39.2,3.14,00:00.0,0,17,1075,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2112069,0.1390965,,,,,,
1,10966.3,0,54:27.6,02:40.7,3.11,00:00.0,0,17.5,1076,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2112074,0.1389409,,,,,,
1,10976.9,0,54:31.0,02:40.7,3.11,00:00.0,0,17,1077,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2112188,0.1387866,,,,,,
1,10992.1,0,54:36.2,02:43.9,3.05,00:00.0,0,12,1078,15.2,0,---,---,---,---,---,---,---,---,---,---,52.2112368,0.1385656,,,,,,
1,11007.5,0,54:41.6,02:50.6,2.93,00:00.0,0,11,1079,15.3,0,---,---,---,---,---,---,---,---,---,---,52.2112634,0.138345,,,,,,
1,11021.1,0,54:46.2,02:54.2,2.87,00:00.0,0,12.5,1080,13.6,0,---,---,---,---,---,---,---,---,---,---,52.2112902,0.1381497,,,,,,
1,11037.9,0,54:52.0,02:51.8,2.91,00:00.0,0,10.5,1081,16.8,0,---,---,---,---,---,---,---,---,---,---,52.2113087,0.1379059,,,,,,
1,11062.3,0,55:01.5,03:30.0,2.38,00:00.0,0,32,1082,24.4,0,---,---,---,---,---,---,---,---,---,---,52.2112894,0.1373397,,,,,,
1,11066.9,0,55:03.5,03:50.4,2.17,00:00.0,0,19.5,1083,4.6,0,---,---,---,---,---,---,---,---,---,---,52.2112767,0.1372757,,,,,,
1,11076.7,0,55:07.3,03:21.6,2.48,00:00.0,0,16,1084,9.8,0,---,---,---,---,---,---,---,---,---,---,52.2112444,0.1371427,,,,,,
1,11087.2,0,55:11.1,03:09.3,2.64,00:00.0,0,16.5,1085,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2111949,0.1370115,,,,,,
1,11097.5,0,55:14.5,02:57.3,2.82,00:00.0,0,17,1086,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2111391,0.1368903,,,,,,
1,11108.5,0,55:17.9,02:44.4,3.04,00:00.0,0,17.5,1087,11,0,---,---,---,---,---,---,---,---,---,---,52.2110771,0.1367654,,,,,,
1,11119.8,0,55:21.5,02:30.1,3.33,00:00.0,0,17,1088,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2110101,0.1366445,,,,,,
1,11129.4,0,55:25.1,02:42.3,3.08,00:00.0,0,17,1089,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2109531,0.1365374,,,,,,
1,11141,0,55:28.5,02:53.0,2.89,00:00.0,0,17,1090,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2108928,0.1363988,,,,,,
1,11158.6,0,55:34.1,02:42.8,3.07,00:00.0,0,10.5,1091,17.6,0,---,---,---,---,---,---,---,---,---,---,52.2107922,0.1362,,,,,,
1,11174.1,0,55:39.1,02:44.4,3.04,00:00.0,0,12,1092,15.5,0,---,---,---,---,---,---,---,---,---,---,52.2107179,0.1360077,,,,,,
1,11191,0,55:44.7,02:47.7,2.98,00:00.0,0,10.5,1093,16.9,0,---,---,---,---,---,---,---,---,---,---,52.2106468,0.1357887,,,,,,
1,11207.5,0,55:50.5,02:50.0,2.94,00:00.0,0,10,1094,16.5,0,---,---,---,---,---,---,---,---,---,---,52.2105946,0.1355619,,,,,,
1,11224.8,0,55:56.5,02:52.4,2.9,00:00.0,0,10,1095,17.3,0,---,---,---,---,---,---,---,---,---,---,52.2105466,0.1353211,,,,,,
1,11248.4,0,56:05.9,03:55.8,2.12,00:00.0,0,33.5,1096,23.6,0,---,---,---,---,---,---,---,---,---,---,52.2104579,0.1336215,,,,,,
